122	322.87	84.9391	322.87
123	323.2	82.993	323.2
124	323.25	83.2889	323.25
125	323.15	82.6019	323.15
126	323.31	79.2415	323.31
127	323.32	85.45	323.32
128	323.32	79.4123	323.32
129	323.69	78.6867	323.69
130	323.98	82.2194	323.98
131	323.89	84.0935	323.89
132	324.41	81.9668	324.41
133	324.35	77.5311	324.35
134	324.57	73.9157	324.57
135	324.63	82.558	324.63
136	325.08	74.1715	325.08
137	324.8	75.0665	324.8
138	325.28	79.9684	325.28
139	324.84	78.8224	324.84
140	324.78	74.9332	324.78
141	324.88	76.0823	324.88
142	325.04	70.7611	325.04
143	325.42	74.0494	325.42
144	325.69	78.5972	325.69
145	325.86	74.9125	325.86
146	325.27	72.2831	325.27
147	325.52	72.3169	325.52
148	325.51	67.4802	325.51
149	325.76	78.9585	325.76
150	325.93	75.8348	325.93
151	326.15	69.9386	326.15
152	325.96	70.4536	325.96
153	326.06	75.1402	326.06
154	326.25	70.5008	326.25
155	326.1	68.0759	326.1
156	325.94	72.3652	325.94
157	325.47	71.1343	325.47
158	326.11	74.5867	326.11
159	326.4	71.5892	326.4
160	326.45	65.8922	326.45
161	326.49	66.6476	326.49
162	326.19	58.6891	326.19
163	326.58	67.3427	326.58
164	326.82	66.3528	326.82
165	327.02	73.9261	327.02
166	326.85	69.2836	326.85
167	327.04	72.3881	327.04
168	326.53	61.2837	326.53
169	327.42	74.3945	327.42
170	327.23	67.6265	327.23
171	326.92	66.2138	326.92
172	327.2	65.9662	327.2
173	327.37	66.3257	327.37
174	327.76	64.8386	327.76
175	328.06	65.4889	328.06
176	328.5	65.0428	328.5
177	328.56	64.3297	328.56
178	328.58	63.7645	328.58
179	328.86	63.3512	328.86
180	328.99	62.0485	328.99
181	329.14	62.1302	329.14
182	329.62	63.9693	329.62
183	329.94	56.5253	329.94
184	330.05	64.7444	330.05
185	330.42	64.1782	330.42
186	330.45	59.0014	330.45
187	330.24	61.9631	330.24
188	330.16	62.1202	330.16
189	329.66	69.7842	329.66
190	329.45	64.8186	329.45
191	330.12	65.9881	330.12
192	330.2	62.8751	330.2
193	330.26	50.9727	330.26
194	330.27	63.4237	330.27
195	329.94	55.8483	329.94
196	330.23	58.6074	330.23
197	330.26	59.5338	330.26
198	330.28	63.9757	330.28
199	330.36	61.125	330.36
200	330.28	59.8458	330.28
201	330.55	52.6704	330.55
202	330.89	58.7321	330.89
203	330.93	58.4336	330.93
204	330.54	64.6656	330.54
205	330.67	56.557	330.67
206	330.98	56.1685	330.98
207	331.2	55.4551	331.2
208	331.12	61.2526	331.12
209	331.11	60.8749	331.11
210	331.48	62.2249	331.48
211	331.46	52.8982	331.46
212	331.41	60.3095	331.41
213	331.6	53.3291	331.6
214	331.79	53.8587	331.79
215	332.2	54.4712	332.2
216	332.05	54.5806	332.05
217	332.13	52.9135	332.13
218	331.84	54.1836	331.84
219	331.65	53.9955	331.65
220	332.14	53.3327	332.14
221	331.88	57.6343	331.88
222	331.94	59.1363	331.94
223	331.92	61.7087	331.92
224	332.29	57.1284	332.29
225	332.66	57.1549	332.66
226	332.76	50.4836	332.76
227	332.51	58.6881	332.51
228	333.35	56.8071	333.35
229	333.51	60.5815	333.51
230	333.98	50.5378	333.98
231	333.8	53.4289	333.8
232	334.02	54.1355	334.02
233	333.91	52.8954	333.91
234	334.36	52.9712	334.36
235	334.52	52.872	334.52
236	334.64	52.7701	334.64
237	334.61	52.3893	334.61
238	335.01	52.2152	335.01
239	334.58	51.4024	334.58
240	335	53.1362	335
241	335.06	51.238	335.06
242	335.06	49.343	335.06
243	335.59	49.9343	335.59
244	335.57	46.5639	335.57
245	335.87	51.6324	335.87
246	335.51	57.0781	335.51
247	335.68	46.2956	335.68
248	335.99	55.3107	335.99
249	335.88	47.5549	335.88
250	336.22	48.6979	336.22
251	336.01	50.49	336.01
252	336.54	55.0855	336.54
253	336.24	53.2186	336.24
254	336.21	56.8362	336.21
255	336.84	52.4007	336.84
256	336.72	51.8572	336.72
257	337.24	49.5816	337.24
258	337.2	46.4747	337.2
259	337.53	51.066	337.53
260	337.57	44.7337	337.57
261	337.79	47.3802	337.79
262	338.09	57.0858	338.09
263	337.82	49.2177	337.82
264	338.43	43.6523	338.43
265	338.3	52.4169	338.3
266	338.43	51.8791	338.43
267	338.84	48.0681	338.84
268	338.54	47.1526	338.54
269	339.12	57.5112	339.12
270	339.33	55.9616	339.33
271	339.42	50.0124	339.42
272	339.42	50.8184	339.42
273	339.26	46.2508	339.26
274	339.38	48.1781	339.38
275	339.93	44.7613	339.93
276	340.06	45.1999	340.06
277	339.94	43.1561	339.94
278	339.98	43.9019	339.98
279	340.07	47.1605	340.07
280	339.92	44.9058	339.92
281	339.86	47.9335	339.86
282	340.17	47.7431	340.17
283	340.43	51.3922	340.43
284	340.74	48.7425	340.74
285	340.79	50.77	340.79
286	341.1	44.4846	341.1
287	341.1	54.554	341.1
288	341.21	49.0284	341.21
289	341.37	50.3913	341.37
290	341.56	49.2116	341.56
291	341.35	47.9598	341.35
292	341.55	39.3297	341.55
293	341.51	45.6307	341.51
294	341.47	52.7507	341.47
295	341.65	52.1542	341.65
296	341.73	51.9913	341.73
297	341.79	46.5208	341.79
298	341.84	46.0015	341.84
299	342.32	51.2404	342.32
300	341.82	40.4907	341.82
301	342.67	50.0355	342.67
302	342.87	51.0107	342.87
303	343.15	47.6879	343.15
304	343.44	50.9581	343.44
305	343.66	48.3993	343.66
306	343.49	45.5489	343.49
307	343.72	49.3377	343.72
308	343.71	48.9019	343.71
309	343.96	51.0631	343.96
310	344.2	45.0614	344.2
311	344.22	50.8008	344.22
312	344.09	47.7894	344.09
313	344.27	38.9326	344.27
314	344.45	39.4539	344.45
315	344.51	37.0041	344.51
316	344.76	48.5701	344.76
317	344.94	37.1438	344.94
318	344.58	47.6925	344.58
319	345.01	47.4179	345.01
320	345.2	48.2661	345.2
321	345.57	43.2261	345.57
322	345.31	40.3282	345.31
323	345.61	37.247	345.61
324	346.37	42.5639	346.37
325	345.79	46.4897	345.79
326	345.91	43.4071	345.91
327	345.94	40.6649	345.94
328	345.89	48.7147	345.89
329	346.34	42.6528	346.34
330	346.4	48.4928	346.4
331	346.42	46.8823	346.42
332	346.61	40.0071	346.61
333	346.81	46.4239	346.81
334	346.59	44.2585	346.59
335	346.74	50.2616	346.74
336	346.68	50.2605	346.68
337	347.22	49.6448	347.22
338	347.26	45.0587	347.26
339	347.52	42.5629	347.52
340	347.33	45.2622	347.33
341	347.4	43.7521	347.4
342	348.35	43.6132	348.35
343	347.77	49.7527	347.77
344	348.04	49.7902	348.04
345	348.13	49.1306	348.13
346	348.47	42.8478	348.47
347	348.02	50.0272	348.02
348	348.3	46.7457	348.3
349	348.77	53.2446	348.77
350	349.01	50.9885	349.01
351	349.2	47.1108	349.2
352	349.39	43.8011	349.39
353	349.5	42.4347	349.5
354	349.7	45.6	349.7
355	349.86	42.4347	349.86
356	350.07	43.8011	350.07
357	350.05	47.1108	350.05
358	350.38	50.9885	350.38
359	350.94	53.2446	350.94
360	350.87	46.7457	350.87
361	351.01	50.0272	351.01
362	351.06	42.8478	351.06
363	351.37	49.1306	351.37
364	352.02	49.7902	352.02
365	351.9	49.7527	351.9
366	352.13	43.6132	352.13
367	352.41	43.7521	352.41
368	352.34	45.2622	352.34
369	352.35	42.5629	352.35
370	352.85	45.0587	352.85
371	352.54	49.6448	352.54
372	352.47	50.2605	352.47
373	352.97	50.2616	352.97
374	352.67	44.2585	352.67
375	352.97	46.4239	352.97
376	353.3	40.0071	353.3
377	353.37	46.8823	353.37
378	353.32	48.4928	353.32
379	353.52	42.6528	353.52
380	353.65	48.7147	353.65
381	353.8	40.6649	353.8
382	353.75	43.4071	353.75
383	354.33	46.4897	354.33
384	354.24	42.5639	354.24
385	353.68	37.247	353.68
386	354.16	40.3282	354.16
387	353.97	43.2261	353.97
388	354.19	48.2661	354.19
389	354.61	47.4179	354.61
390	354.61	47.6925	354.61
391	354.89	37.1438	354.89
392	355.13	48.5701	355.13
393	355.19	37.0041	355.19
394	354.82	39.4539	354.82
395	355.02	38.9326	355.02
396	355.67	47.7894	355.67
397	356.02	50.8008	356.02
398	356	45.0614	356
399	355.8	51.0631	355.8
400	355.59	48.9019	355.59
401	355.46	49.3377	355.46
402	355.56	45.5489	355.56
403	355.62	48.3993	355.62
404	355.8	50.9581	355.8
405	355.93	47.6879	355.93
406	356.2	51.0107	356.2
407	356.38	50.0355	356.38
408	356.27	40.4907	356.27
409	356.39	51.2404	356.39
410	356.41	46.0015	356.41
411	356.97	46.5208	356.97
412	356.44	51.9913	356.44
413	356.62	52.1542	356.62
414	356.29	52.7507	356.29
415	356.63	45.6307	356.63
416	356.38	39.3297	356.38
417	356.39	47.9598	356.39
418	356.96	49.2116	356.96
419	356.44	50.3913	356.44
420	356.76	49.0284	356.76
421	356.59	54.554	356.59
422	357.03	44.4846	357.03
423	357.12	50.77	357.12
424	356.76	48.7425	356.76
425	357.32	51.3922	357.32
426	357.39	47.7431	357.39
427	357.49	47.9335	357.49
428	357.54	44.9058	357.54
429	357.8	47.1605	357.8
430	358.13	43.9019	358.13
431	358.09	43.1561	358.09
432	358.29	45.1999	358.29
433	358.46	44.7613	358.46
434	358.46	48.1781	358.46
435	358.44	46.2508	358.44
436	358.79	50.8184	358.79
437	359.16	50.0124	359.16
438	359.17	55.9616	359.17
439	359.49	57.5112	359.49
440	359.68	47.1526	359.68
441	359.83	48.0681	359.83
442	359.79	51.8791	359.79
443	360.05	52.4169	360.05
444	360.22	43.6523	360.22
445	360.62	49.2177	360.62
446	360.58	57.0858	360.58
447	360.84	47.3802	360.84
448	360.97	44.7337	360.97
449	360.73	51.066	360.73
450	361.55	46.4747	361.55
451	361.37	49.5816	361.37
452	361.59	51.8572	361.59
453	361.53	52.4007	361.53
454	361.85	56.8362	361.85
455	362.35	53.2186	362.35
456	362.53	55.0855	362.53
457	361.86	50.49	361.86
458	362.1	48.6979	362.1
459	362.69	47.5549	362.69
460	362.85	55.3107	362.85
461	362.98	46.2956	362.98
462	362.99	57.0781	362.99
463	362.97	51.6324	362.97
464	363.03	46.5639	363.03
465	363.08	49.9343	363.08
466	362.88	49.343	362.88
467	363.22	51.238	363.22
468	362.88	53.1362	362.88
469	363.68	51.4024	363.68
470	363.74	52.2152	363.74
471	363.41	52.3893	363.41
472	363.6	52.7701	363.6
473	363.84	52.872	363.84
474	363.68	52.9712	363.68
475	364.12	52.8954	364.12
476	364.56	54.1355	364.56
477	365.15	53.4289	365.15
478	365.07	50.5378	365.07
479	365.17	60.5815	365.17
480	365.6	56.8071	365.6
481	366.03	58.6881	366.03
482	366.55	50.4836	366.55
483	366.8	57.1549	366.8
484	367.14	57.1284	367.14
485	367.55	61.7087	367.55
486	367.37	59.1363	367.37
487	367.67	57.6343	367.67
488	367.56	53.3327	367.56
489	367.88	53.9955	367.88
490	367.96	54.1836	367.96
491	368.26	52.9135	368.26
492	368.08	54.5806	368.08
493	368.45	54.4712	368.45
494	368.15	53.8587	368.15
495	368.13	53.3291	368.13
496	368.77	60.3095	368.77
497	368.48	52.8982	368.48
498	368.13	62.2249	368.13
499	368.64	60.8749	368.64
500	368.71	61.2526	368.71
501	368.77	55.4551	368.77
502	369.08	56.1685	369.08
503	368.83	56.557	368.83
504	369.09	64.6656	369.09
505	369.28	58.4336	369.28
506	368.71	58.7321	368.71
507	369.5	52.6704	369.5
508	369.2	59.8458	369.2
509	369.72	61.125	369.72
510	370.3	63.9757	370.3
511	370.26	59.5338	370.26
512	370.32	58.6074	370.32
513	370.3	55.8483	370.3
514	370.43	63.4237	370.43
515	370.78	50.9727	370.78
516	370.87	62.8751	370.87
517	370.81	65.9881	370.81
518	370.94	64.8186	370.94
519	370.99	69.7842	370.99
520	370.9	62.1202	370.9
521	371.22	61.9631	371.22
522	371.44	59.0014	371.44
523	371.69	64.1782	371.69
524	371.74	64.7444	371.74
525	371.92	56.5253	371.92
526	372.3	63.9693	372.3
527	372.33	62.1302	372.33
528	372.44	62.0485	372.44
529	372.37	63.3512	372.37
530	372.81	63.7645	372.81
531	373.3	64.3297	373.3
532	373.42	65.0428	373.42
533	373.52	65.4889	373.52
534	374.1	64.8386	374.1
535	373.88	66.3257	373.88
536	374.34	65.9662	374.34
537	374.53	66.2138	374.53
538	374.63	67.6265	374.63
539	374.77	74.3945	374.77
540	374.8	61.2837	374.8
541	375.06	72.3881	375.06
542	375.55	69.2836	375.55
543	376.03	73.9261	376.03
544	376.19	66.3528	376.19
545	376.08	67.3427	376.08
546	376.48	58.6891	376.48
547	376.47	66.6476	376.47
548	376.81	65.8922	376.81
549	376.75	71.5892	376.75
550	376.78	74.5867	376.78
551	377.02	71.1343	377.02
552	377.23	72.3652	377.23
553	377.62	68.0759	377.62
554	377.48	70.5008	377.48
555	377.39	75.1402	377.39
556	376.94	70.4536	376.94
557	377.74	69.9386	377.74
558	377.62	75.8348	377.62
559	377.82	78.9585	377.82
560	378.31	67.4802	378.31
561	378.31	72.3169	378.31
562	378.21	72.2831	378.21
563	378.93	74.9125	378.93
564	379.27	78.5972	379.27
565	379.65	74.0494	379.65
566	379.31	70.7611	379.31
567	379.88	76.0823	379.88
568	380.18	74.9332	380.18
569	380.42	78.8224	380.42
570	380.01	79.9684	380.01
571	380.3	75.0665	380.3
572	380.5	74.1715	380.5
573	380.9	82.558	380.9
574	381.14	73.9157	381.14
575	381.38	77.5311	381.38
576	381.14	81.9668	381.14
577	381.92	84.0935	381.92
578	381.87	82.2194	381.87
579	381.75	78.6867	381.75
580	381.91	79.4123	381.91
581	382.08	85.45	382.08
582	382.16	79.2415	382.16
583	382.46	82.6019	382.46
584	382.33	83.2889	382.33
585	382.64	82.993	382.64
586	382.67	84.9391	382.67
587	383.01	87.3297	383.01
588	382.94	87.3719	382.94
589	383.71	88.3133	383.71
590	383.34	89.0336	383.34
591	383.84	90.2592	383.84
592	384.02	90.5839	384.02
593	383.7	90.4233	383.7
594	384.32	91.778	384.32
595	384.47	92.7974	384.47
596	384.65	98.0613	384.65
597	384.83	96.5241	384.83
598	385.28	95.8477	385.28
599	384.96	96.8016	384.96
600	384.48	102.093	384.48
601	384.58	100.938	384.58
602	385.45	111.01	385.45
603	385.46	101.957	385.46
604	385.8	106.314	385.8
605	385.75	97.241	385.75
606	386.46	108.58	386.46
607	386.27	114.428	386.27
608	386.37	101.974	386.37
609	386.41	110.937	386.41
610	386.63	118.481	386.63
611	386.59	117.661	386.59
612	387.32	117.69	387.32
613	386.92	110.001	386.92
614	387.02	112.334	387.02
615	387.24	111.02	387.24
616	387.55	120.213	387.55
617	387.8	122.8	387.8
618	388.01	128.66	388.01
619	387.68	114.301	387.68
620	388.16	125.287	388.16
621	388.23	133.798	388.23
622	388.41	126.42	388.41
623	389.26	117.358	389.26
624	389.65	124.933	389.65
625	389.9	130.921	389.9
626	389.88	117.659	389.88
627	389.89	120.756	389.89
628	389.72	128.001	389.72
629	390.01	139.428	390.01
630	390.14	146.423	390.14
631	390.53	139.163	390.53
632	390.79	145.812	390.79
633	390.6	134.013	390.6
634	391.03	140.572	391.03
635	390.94	139.787	390.94
636	391.07	155.165	391.07
637	390.63	159.109	390.63
638	391.02	156.8	391.02
639	391.44	153.052	391.44
640	392.04	155.453	392.04
641	391.83	165.827	391.83
642	392.4	158.921	392.4
643	392.33	162.393	392.33
644	392.44	163.789	392.44
645	392.66	164.154	392.66
646	392.89	166.148	392.89
647	393.04	167.893	393.04
648	392.8	172.245	392.8
649	393.44	174.74	393.44
650	393.54	178.415	393.54
651	393.45	181.278	393.45
652	393.92	184.069	393.92
653	394.17	192.067	394.17
654	394.54	184.421	394.54
655	394.41	192.955	394.41
656	395.02	198.369	395.02
657	395.04	212.222	395.04
658	395.4	202.406	395.4
659	396.02	204.081	396.02
660	395.85	218.545	395.85
661	395.53	205.091	395.53
662	396.41	241.57	396.41
663	396.28	238.05	396.28
664	396.92	228.727	396.92
665	397.08	225.626	397.08
666	396.99	240.027	396.99
667	397.04	256.332	397.04
668	397.14	236.946	397.14
669	397.58	262.222	397.58
670	397.63	268.315	397.63
671	397.19	277.917	397.19
672	398.19	292.412	398.19
673	398.55	283.516	398.55
674	398.45	302.639	398.45
675	398.96	313.012	398.96
676	398.7	320.687	398.7
677	398.87	315.46	398.87
678	398.88	347.369	398.88
679	399.39	368.554	399.39
680	399.32	353.364	399.32
681	399.66	398.153	399.66
682	399.76	423.185	399.76
683	399.46	395.151	399.46
684	399.96	419.664	399.96
685	400.45	474.669	400.45
686	400.63	470.654	400.63
687	400.51	488.024	400.51
688	400.9	532.427	400.9
689	400.77	555.994	400.77
690	401.13	585.977	401.13
691	401.65	637.706	401.65
692	402.2	573.281	402.2
693	402.6	681.55	402.6
694	402.3	765.238	402.3
695	403.21	781.91	403.21
696	403.25	819.972	403.25
697	404.59	951.237	404.59
698	404.38	1041.73	404.38
699	404.52	1129.73	404.52
700	403.98	1229.47	403.98
701	404.1	1539.78	404.1
702	404.53	1622.03	404.53
703	404.93	2029.03	404.93
704	405.57	2495.8	405.57
705	405.22	3347.64	405.22
706	405.9	5155.8	405.9
707	405.6	10269.4	405.6
